"age","sex","emp","mob","inc","cit","mar","sch","dis","wrk","ins","rce"
"a.70.79","f","not.in.labor.force","same.house","i.0.9999","not.citizen","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.75000.99999","us.born","married","no.schooling","without.disability","federal","with.insurance","white"
"a.70.79","f","not.in.labor.force","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.50.59","f","civilian.employed","same.house","i.0.9999","naturalization","married","no.schooling","without.disability","private.profit","with.insurance","asian"
"a.50.59","m","civilian.employed","same.house","i.75000.99999","us.born","married","no.schooling","without.disability","federal","with.insurance","white"
"a.50.59","m","civilian.employed","same.house","i.75000.99999","puerto.rico.born","married","no.schooling","without.disability","self.employed.corp","with.insurance","white"
"a.40.49","f","not.in.labor.force","same.house","i.0.9999","naturalization","married","no.schooling","without.disability","not.working","with.insurance","two"
"a.50.59","f","civilian.employed","same.house","i.75000.99999","us.born","divorced","no.schooling","without.disability","private.profit","with.insurance","white"
"a.10.19","f","not.in.labor.force","same.house","i.0.9999","us.born","never","public","without.disability","not.working","with.insurance","two"
"a.40.49","f","civilian.employed","same.house","i.50000.64999","us.born","married","no.schooling","without.disability","local","with.insurance","white"
"a.10.19","m","not.in.labor.force","same.house","i.0.9999","us.born","never","public","without.disability","not.working","with.insurance","white"
"a.30.39","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","private.profit","with.insurance","white"
"a.60.69","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.60.69","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.60.69","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.60.69","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.75000.99999","us.born","divorced","no.schooling","without.disability","private.profit","with.insurance","white"
"a.70.79","f","not.in.labor.force","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.10.19","f","not.in.labor.force","diff.us.house","i.0.9999","us.born","never","public","without.disability","not.working","with.insurance","asian"
"a.0.9","f","not.in.labor.force","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.50.59","m","civilian.employed","same.house","i.0.9999","not.citizen","married","no.schooling","without.disability","not.working","with.insurance","asian"
"a.50.59","m","civilian.employed","same.house","i.0.9999","not.citizen","married","no.schooling","without.disability","not.working","with.insurance","asian"
"a.50.59","m","civilian.employed","same.house","i.0.9999","not.citizen","married","no.schooling","without.disability","not.working","with.insurance","asian"
"a.50.59","m","civilian.employed","same.house","i.0.9999","not.citizen","married","no.schooling","without.disability","not.working","with.insurance","asian"
"a.50.59","m","civilian.employed","same.house","i.0.9999","not.citizen","married","no.schooling","without.disability","not.working","with.insurance","asian"
"a.70.79","f","civilian.employed","diff.us.house","i.0.9999","us.born","married","no.schooling","without.disability","private.profit","with.insurance","white"
"a.0.9","m","not.in.labor.force","same.house","i.75000.99999","us.born","never","public","without.disability","not.working","with.insurance","white"
"a.20.29","m","civilian.employed","same.house","i.75000.99999","naturalization","never","public","without.disability","private.profit","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.40.49","f","civilian.employed","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.60.69","f","not.in.labor.force","diff.us.house","i.0.9999","naturalization","widowed","no.schooling","without.disability","not.working","with.insurance","white"
"a.30.39","f","civilian.employed","diff.us.house","i.75000.99999","us.born","married","no.schooling","without.disability","federal","with.insurance","white"
"a.50.59","m","civilian.employed","diff.us.house","i.35000.49999","us.born","married","no.schooling","without.disability","federal","with.insurance","white"
"a.80.89","f","not.in.labor.force","diff.us.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.50.59","f","civilian.employed","same.house","i.50000.64999","us.born","married","no.schooling","without.disability","self.employed.corp","with.insurance","white"
"a.30.39","m","civilian.employed","same.house","i.75000.99999","us.born","married","no.schooling","without.disability","private.profit","with.insurance","white"
"a.50.59","m","civilian.employed","diff.us.house","i.75000.99999","puerto.rico.born","married","no.schooling","without.disability","private.no.profit","with.insurance","white"
"a.0.9","f","civilian.employed","same.house","i.75000.99999","us.born","married","public","without.disability","not.working","with.insurance","white"
"a.50.59","m","civilian.employed","same.house","i.75000.99999","puerto.rico.born","married","no.schooling","without.disability","self.employed.corp","with.insurance","white"
"a.60.69","f","not.in.labor.force","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
"a.50.59","m","civilian.employed","same.house","i.0.9999","us.born","never","no.schooling","without.disability","private.profit","without.insurance","white"
"a.50.59","m","civilian.employed","same.house","i.75000.99999","us.born","married","no.schooling","without.disability","federal","with.insurance","white"
"a.0.9","f","not.in.labor.force","same.house","i.0.9999","not.citizen","never","public","without.disability","not.working","with.insurance","two"
"a.80.89","f","not.in.labor.force","same.house","i.0.9999","naturalization","married","no.schooling","with.disability","not.working","with.insurance","white"
"a.50.59","m","civilian.employed","same.house","i.75000.99999","us.born","married","no.schooling","without.disability","federal","with.insurance","white"
"a.30.39","m","not.in.labor.force","same.house","i.75000.99999","us.born","married","no.schooling","without.disability","not.working","with.insurance","asian"
"a.40.49","m","civilian.employed","same.house","i.75000.99999","not.citizen","married","no.schooling","with.disability","self.employed.corp","with.insurance","asian"
"a.80.89","f","not.in.labor.force","same.house","i.0.9999","us.born","married","no.schooling","without.disability","not.working","with.insurance","white"
